field,rank,asin,title,star,public,price
Dry,82,B0988GX6YP,"Harringtons Complete Wet Tray Grain Free Hypoallergenic Adult Dog Food Classics Bumper Pack 16x400g - Beef, Lamb, Salmon & Turkey- Made with All Natural Ingredients",4.5,"8,979",152.91
Dry,83,B0CKFK6SBV,Hill’s Science Plan Hypoallergenic with Salmon Medium Breed Adult Dry Dog Food - 12KG,4.0,15,284.54
Dry,84,B004BFB8NI,"Royal Canin Shn Medium Puppy 10 Kg Size Health Nutrition Dog Food, Multicolor, 02Rcmedj10, Dry Food",4.5,479,306.41
Dry,85,B001AW1R1S,"Royal Canin SHN Maxi Puppy 15 kg Size Health Nutrition Dog Food, Multicolor, 02RCMAXJ15, food",4.4,"1,511",372.15
Dry,86,B00E0IGJR6,"LILY'S KITCHEN Countryside Casserole with Chicken, Duck & Sweet Potatoes Adult Dry Dog Food - 2.5KG",4.6,"1,899",147.00
Dry,87,B0179AVPAM,"Reflex adult dog food salmon and rice, 3kg",4.2,35,39.93
Dry,88,B0C85GZCQ1,Orijen Puppy Small Breed Dry Dog Food 1.8Kg,4.6,58,128.78
Dry,89,B001DPG8MA,"Royal Canin Bhn Shih Tzu Adult 7.5Kg Breed Health Nutrition Dog Food, Multicolor, 02Rcsh7.5, Shih Tzu Adult Dog Dry Food",4.4,256,355.00
Dry,90,B09Q91MWHR,Hill’s Science Plan Perfect Digestion Chicken & Brown Rice Small & Mini Adult Dog Food - 1.5KG,3.9,4,83.93
Dry,91,B0DPKY5FVG,"Purina ONE Natural Dry Dog Food, SmartBlend Chicken & Rice Formula, (1.36kg Bag)",3.3,6,24.57
Dry,92,B07LFKV5KR,Royal Canin Mini Adult Wet Dog Food - 85G,4.5,179,6.90
Dry,93,B019RIYKPQ,Taste of the Wild Wetlands with Roasted Duck High Protein Dry Dog Food 2 kg,4.6,258,93.84
Dry,94,B005OI7N1M,Royal Canin Size Health Nutrition Mini Puppy 4 KG,4.5,"2,623",165.60
Dry,95,B07L97GQW5,Taste of the Wild Grain Free Premium High Protein Dry Dog Food High Prairie Adult Roasted Bison & Roasted Venison 12.7Kg,4.6,"7,280",283.50
Dry,96,B07JP6M2KR,Happy Dog Naturcroq Lamb & Rice Dog Dry Food 15Kg,4.6,777,230.00
Dry,97,B003XA52BQ,Royal Canin Ccn Medium Dermacomfort 3 Kg Canine Care Nutrition Dog Food,4.7,107,134.34
Dry,98,B00JKK444E,LILY'S KITCHEN Venison & Duck Grain Free Adult Dry Dog Food - 2.5KG,4.5,483,148.78
Dry,99,B005ZS7RHG,Royal Canin SHN Mini Adult 800 gm Size Health Nutrition Dog Food,4.5,935,39.50
Dry,100,B0BD5CXR6H,Hill's 606881 Science Plan Small & Mini Adult Dog Food with Chicken 10kg,4.4,12,197.95
Food Toppers,1,B07QB5WTK3,Royal Canin SHN Mini Adult Wet Food Pouches Box of 12x85g Size Health Nutrition Dog Food,4.8,23,72.00
Food Toppers,2,B07VSMCY91,Open Farm Harvest Chicken Bone Broth Meal Topper for Dogs & Cats - 12OZ,4.3,428,65.00
Food Toppers,3,B0DV5N6Y7H,"Chill Pets Salmon Food Topper for Dogs and Cats, 70 gm",5.0,2,20.00
Food Toppers,4,B0C8YZRZ8C,Applaws Taste Topper in Gravy Chicken Duck Dog Tin 156G,5.0,3,11.91
Food Toppers,5,B0CPJPYT4P,APPLAWS TOPPER IN BROTH CHICKEN WITH SALMON DOG TIN 156G,5.0,2,9.85
Food Toppers,6,B0CFTZ755T,Applaws Topper in Stew Chicken with Veg Dog Tin 156g,3.9,2,10.80
Food Toppers,7,B0C8YZRJ53,Applaws Taste Topper in Broth Chicken Ham Dog Tin,4.8,6,88.73
Food Toppers,8,B0DXPT275D,"Chill Pets Chicken Food Topper for Dogs and Cats, 70 gm",3.8,4,39.00
Food Toppers,9,B0DYV9R55R,"Pet Food Topper for Dogs and Cats, Beef. 70 gm",4.6,"4,807",91.54
Food Toppers,10,B00YWPHXTK,Instinct Raw Boost Mixers Beef Freeze Dried Dog Food Topper - 6OZ,5.0,1,98.44
Food Toppers,11,B0DK6WWNWF,"Puprazy Chicken Liver Powder Food Topper for Dogs, Tasty, Appetite Stimulant, Fussy eater approved",4.4,"2,009",50.82
Food Toppers,12,B07DFS67JS,"The Honest Kitchen Daily Boosters: Instant Turkey Bone Broth With Turmeric, 3.6 Oz",4.5,2,136.00
Food Toppers,13,B0F79XM5M5,"Chill Pets Food Topper Variety Pack, Chicken, Chicken Liver, Beef, Salmon, 70-75g, 4 Pack",4.4,"2,361",16.99
Food Toppers,14,B08CRCFJVV,NATIVE Pet Bone Broth and Food Additive for Picky Eaters | Dog Topper for Dry Food (Beef 4.75 Oz),4.1,"2,023",39.36
Food Toppers,15,B01N1XNYW9,"BEAUMONT BASICS Flavors Food Topper and Gravy for Dogs - Chicken Recipe with Bone Broth, 3.1 oz. - Natural, Grain Free - Perfect Kibble Seasoning Treat Mix for Picky Dog or Puppy",4.3,"2,016",11.91
Food Toppers,16,B07N8HQDL5,NATIVE Pet Bone Broth and Food Additive for Picky Eaters | Dog Topper for Dry Food (Chicken 5.75 Oz),5.0,2,42.11
Food Toppers,17,B0D5NGZ6J6,"INABA Churu Meal Topper for Dogs, Complete & Balanced, Creamy, Lickable Purée Dog Food Toppers, 1.69 Ounce Tube, 3 Tubes (3 per Pack), Chicken with Pumpkin Recipe",4.2,3,66.00
Food Toppers,18,B0DKP1L9S1,"JR Pet Products JR Pure Salmon Topper for Dog & Cat Food, Single-Ingredient Meal Mixer, 400g",3.0,1,137.00
Food Toppers,19,B0CFTXRVXQ,Applaws Topper in Broth Chicken with Beef Dog Tin 156g,4.6,3,157.00
Food Toppers,20,B0DKNZ5G65,"JR Pet Products JR Pure Sprats Topper for Dog & Cat Food, Single-Ingredient Meal Mixer, 400g",5.0,1,106.03
Food Toppers,21,B0DKNYK9S6,"JR Pet Products MIKKI Catnip Tail Tikkler Cat Toy, Interactive Teaser Wand with Catnip & Feathers",4.5,"1,847",110.74
Food Toppers,22,B0DKP4Y6CT,"JR Pet Products JR Pure Chicken with Bone Marrow Topper for Dog & Cat Food, Single-Ingredient Meal Mixer, 400g",4.5,292,74.00
Food Toppers,23,B000NVBVD6,"Stella & Chewy's Freeze-Dried Raw Chewy'S Chicken Meal Mixers Dog Food Topper, 3.5 Oz. Bag",4.4,480,60.83
Food Toppers,24,B0D2VHW69K,"Special Breed Bone Broth Powder for Dogs and Cats - Dog and Cat Food Topper, Grass Fed Beef Broth Supplement, 9.5 oz",4.3,26,50.99
Food Toppers,25,B0CDP74PG3,Barkbox Dog Topper - (3) Variety Pack,4.4,533,39.36
Food Toppers,26,B07NYXXYT4,K9 Natural Freeze Dried Hoki And Beef Feast Topper 100g,4.5,311,110.49
Food Toppers,27,B09S6TFGGW,Hackney Dog House Pumpkin Powder for Dogs (225 grams) | Create Natural Pumpkin Purée | UK Canned Pumpkin Alternative | High Fibre Topper (30 Daily Servings),4.2,96,100.88
Food Toppers,28,B0DKNYZ1P6,"JR Pet Products JR Pure Beef Topper for Dog & Cat Food, Single-Ingredient Meal Mixer, 400g",3.8,69,92.55
Food Toppers,29,B0DDW5V5F9,"Wonder Paws Bone Broth for Dogs – Bone Broth Powder with Organic Mushrooms & Collagen for Digestion, Immunity & Joint Support – Tasty Beef Supplement for Dogs of All Ages, Sizes & Breeds – 3.20 oz",4.5,553,168.78
Food Toppers,30,B08PY1PN1R,"HOLI Beef Liver Dog Food Topper - Single Ingredient, Human-Grade - Freeze Dried Protein and Flavor Enhancer for Picky Dogs – Grain Free – 100% All Natural - 2oz",3.5,5,106.01
Food Toppers,31,B08PYM3S4S,"HOLI Freeze Dried Salmon Dog Food Topper - with Omega 3 & 6 - Single Ingredient, Human-Grade Wild Caught Salmon - Dog Food Flavor Enhancer for Picky Dogs – 100% All Natural - 1.5oz",4.6,830,203.00
Food Toppers,32,B0BX7HSWC6,"Stella & Chewy's Freeze Dried Raw Meal Mixers – Crafted for Puppies – Grain Free, Protein Rich Perfectly Puppy Beef & Salmon Recipe – 3.5 oz Bag",4.5,"3,787",51.02
Food Toppers,33,B0DKP2Q123,"JR Pet Products JR Pure Chicken Topper for Dog & Cat Food, Single-Ingredient Meal Mixer, 400g",4.5,56,139.72
Food Toppers,34,B0877BP9DP,Stella & Chewy's Marie's Magical Dinner Dust Duck Duck Goose - 7 oz - 6/cs,4.5,483,154.55
Food Toppers,35,B093BYLDVM,"Brutus Broth Dog Food Topper - Instant Bone Broth Powder for Adult Dogs - Made with Natural Ingredients, Human-Grade Quality - Serve Dry or Wet - Beef Flavor - 3.5 oz Pack (Makes 130 oz with Water)",3.6,26,88.24
Food Toppers,36,B0F7LR85S8,Dr. Kellyann Bone Broth Meal Topper for Dogs | Grass-Fed Beef Recipe | 3g Collagen | Supports Healthy Digestion & Joints | Shiny Coat | Grain Free | 6.60 oz,4.3,"1,225",148.21
Food Toppers,37,B0DJQM2F12,Open Farm Arctic Char Meal Topper for Dogs - 130G,4.3,926,259.82
Food Toppers,38,B08CRVFZ2Y,"Native Pet Bone Broth for Dogs and Cats - Made with Real Beef Bone Broth, Dog Food Toppers for Picky Eaters - Provides Extra Hydration & Nutrition for Joint Strength, Immunity & Heart Health-96 Scoops",3.9,283,321.58
Food Toppers,39,B075M2PL8V,K9 Natural Chicken Feast - Freeze Dried Raw Topper for Dogs - 100g,4.8,24,134.02
Food Toppers,40,B07DFNP37Y,"The Honest Kitchen Bone Broth POUR OVERS™ Wet Toppers for Dogs (12 pack), 5.5 oz - Beef Stew",4.5,167,121.00
Food Toppers,51,B01N5DF845,"Crumps' Naturals 4.5""-5"" Plaque Busters (1 Pack) - Dog Dental Chew - Oyster, Bacon Flavor - 5 Sticks, 0.15 kg",4.3,256,65.87
Food Toppers,52,B07GJKBRGW,K9 Natural Freeze Dried Chicken Feast Topper 100g,4.8,11,208.00
Freeze-Dried,1,B06XFG1823,Orijen Dog's Original Food 6KG,4.5,514,236.65
Freeze-Dried,2,B00N23ZBX8,"Stella & Chewy's Freeze-Dried Raw Stella'S Super Beef Meal Mixers Dog Food Topper, 3.5 Oz. Bag",4.5,"1,303",82.00
Freeze-Dried,3,B00N240SQ2,"Stella & Chewy's Freeze Dried Raw Stella's Super Beef Meal Mixers Dog Food Topper, 8 oz. Bag, ORANGE, 8 Ounce (Pack of 1)",4.6,"2,099",95.95
Freeze-Dried,4,B079Z4MZTG,"Instinct Freeze Dried Raw Boost Mixers Grain Free Gut Health Grain Free All Natural Dog Food Topper, 5.5 Ounce (Pack of 1)",4.7,"3,966",85.41
Freeze-Dried,5,B07NM5G9SP,Instinct Raw Boost Mixers Skin & Coat Health Freeze Dried Dog Food Topper 5.5OZ,4.6,"1,058",66.50
Freeze-Dried,6,B07SN5W52J,"Stella & Chewy's Freeze-Dried Raw Marie's Magical Dinner Dust, 7oz, Beef, High Protein, Grain Free Raw Food Toppers for Picky Eaters, Puppy Meal Topper",4.6,582,135.69
Freeze-Dried,7,B07CQVVLYG,Stella & Chewy's Dog FD Perfectly Puppy Chicken & Salmon Patties-14oz,4.5,"1,714",63.74
Freeze-Dried,8,B000NVBVCC,"Stella & Chewy's Freeze Dried Raw Dinner Patties – Grain Free Dog Food, Protein Rich Chicken Recipe – 5.5 oz Bag",4.8,825,153.00
Freeze-Dried,9,B07SP2XD76,"Stella & Chewy's Freeze-Dried Raw Single Ingredient Chicken Hearts Dog Treats, 3 oz. Bag",4.6,"1,885",81.45
Freeze-Dried,10,B0018CK0EU,Stella & Chewy's Dog FD Stella's Super Beef Patties-14 oz,4.6,690,97.75
Freeze-Dried,11,B0D31MDM44,"PAWUP Freeze Dried Quail Egg Yolk Pet Treats, Freeze-Dried Pet Food for Dogs, Cats, Pure Fresh Ingredient, 4.2 oz, Rawhide Free, Gluten&Grain Free",4.6,"2,877",63.74
Freeze-Dried,12,B00NS1QH4G,"Stella & Chewy's Freeze Dried Raw Chicken Meal Mixers – Dog Food Topper for Small Large Breeds – Grain Free, Protein Rich Recipe – 8 oz Bag",4.4,586,29.75
Freeze-Dried,13,B0015G862M,Stella & Chewy's Dog FD Stella's Super Beef Patties - 5.5 oz,4.5,"2,963",120.11
Freeze-Dried,14,B07G3QFG8N,"Stella & Chewy's Freeze-Dried Raw Beef Heart Treats, 3 oz bag",5.0,3,162.34
Freeze-Dried,15,B0DW9HXZ2F,"Carnibites Freeze-Dried Diced Chicken – 100% Natural Single-Ingredient Treat for Cats & Dogs, High Protein, Grain-Free, No Additives, Ideal for Training & Rewards",4.6,606,110.00
Freeze-Dried,16,B07SN5W528,Stella & Chewy's Skin & Coat Grass Fed Lamb & Wild Caught Salmon 13oz,4.6,593,92.05
Freeze-Dried,17,B0018CIRMM,"Stella & Chewy's Freeze Dried Raw Dinner Patties – Grain Free Dog Food, Protein Rich Dandy Lamb Recipe – 14 oz Bag",4.6,382,90.00
Freeze-Dried,18,B07SJVD46K,"Stella & Chewy's Stella's Solutions Hip & Joint Boost Cage-Free Chicken Dinner Morsels Freeze-Dried Raw Dog Food, 13 oz (SOL-FDCHJ-13)",4.0,343,151.73
Freeze-Dried,19,B006UUJZ50,Herbsmith Kibble Seasoning Freeze Dried Chicken Dog Food Topper for Picky Eaters,4.2,595,85.00
Freeze-Dried,20,B00DCAOUEW,Herbsmith Kibble Seasoning Freeze Dried Duck Dog Food Topper for Picky Eaters,4.4,214,156.36
Freeze-Dried,21,B0B323H8XL,Stella & Chewy's Dog FD Stella's Super Beef Meal Mixers - 1 oz,4.7,"1,375",154.72
Freeze-Dried,22,B00YWPIF2O,"Instinct Raw Boost Mixers Freeze Dried Raw Dog Food Topper, Grain Free Freeze Dried Dog Food Topper",4.4,"1,938",94.71
Freeze-Dried,23,B07D1V3L15,PureBites Freeze Dried Salmon Dog Treats 70g | 1 Ingredient | Made in USA (Packaging May Vary),4.3,615,143.71
Freeze-Dried,24,B095G4XZB6,"Stella & Chewy's Wild Red Raw Blend Kibble Dry Dog Food – Grain Free, Protein Rich – Red Meat Recipe, 3.5 lb Bag",4.6,196,88.00
Freeze-Dried,25,B083L7JD4Y,Stella & Chewy's Solutions Freeze-Dried Chicken Healthy Heart Support - 13 oz,4.5,278,85.41
Freeze-Dried,26,B07CR25KGL,"Stella & Chewy's Freeze Dried Raw Dinner Patties – Crafted for Puppies – Grain Free, Protein Rich Perfectly Puppy Chicken Salmon Recipe – 5.5 oz",4.5,479,132.47
Freeze-Dried,27,B003BGI5WU,"Stella & Chewy's Freeze Dried Raw Tantalizing Turkey Meal Mixer – Dog Food Topper for Small Large Breeds – Grain Free, Protein Rich Recipe – 8 oz Bag",4.2,"1,581",152.66
Freeze-Dried,28,B00DCAP5GO,Herbsmith Kibble Seasoning Freeze Dried Beef Dog Food Topper for Picky Eaters,4.6,692,235.53
Freeze-Dried,29,B079YXPSK4,Instinct Raw Boost Mixers Mobility Support Freeze Dried Dog Food Topper 5.5OZ,4.8,"1,053",78.49
Freeze-Dried,30,B084DH3HBS,Instinct Raw Boost Mixers Gut Health Freeze Dried Chicken Dog Food Topper 12.5OZ,4.6,290,71.97
Freeze-Dried,31,B084DH7JZR,Instinct Raw Boost Mixers Skin & Coat Health Freeze Dried Dog Food Topper 12.5OZ,4.6,182,237.00
Freeze-Dried,32,B00D5ZTWRE,"Stella & Chewy's Freeze-Dried Raw Venison Blend Dinner Patties Dog Food, 14 oz. Bag",4.7,897,79.84
Freeze-Dried,33,B003BGB24S,"Stella & Chewy's Freeze Dried Dog Food for Adult Dogs, Duck and Goose Dinner",4.5,553,772.55
Freeze-Dried,34,B0DK3R3XBD,"SHANG POOCHES 100% Pure Meat Freeze-Dried 70grams (70grams, Duck Liver)",4.3,"1,776",70.86
Freeze-Dried,35,B07CQZ4PQ5,"Stella & Chewy's Freeze Dried Raw Dinner Patties – Crafted for Puppies – Grain Free, Protein Rich Perfectly Puppy Beef Salmon Recipe – 5.5 oz Bag",4.3,59,237.68
Freeze-Dried,36,B0B5FGHDY9,"Dr. Marty Nature's Blend Adult Small Breed Freeze-Dried Raw Dog Food 16 oz, 1 Pound (Pack of 1)",4.6,687,118.00
Freeze-Dried,37,B0DL63B7Q8,10.6 OZ Freeze Dried Quail Egg Yolk Healthy Pet Treats Food for Dogs Cats Natural Single Ingredient Tasty Freeze Dried Quail Eggs Snack Training Human Grade Free of Grain Gluten Rawhide,4.7,39,212.49
Freeze-Dried,38,B06XKR63P9,"Instinct Raw Boost Mixers Freeze Dried Raw Dog Food Topper, Grain Free Freeze Dried Dog Food Topper 5.5 Ounce (Pack of 1)",4.5,663,255.85
Freeze-Dried,39,B07P24GG7L,K9 Natural Freeze Dried Lamb And Salmon Feast 1.8Kg,4.7,121,36.62
Freeze-Dried,40,B00O12RMVI,"Stella & Chewy's Freeze Dried Raw Savory Salmon Cod Meal Mixer – Dog Food Topper for Small Large Breeds – Grain Free, Protein Rich Recipe – 3.5 oz Bag",4.4,550,112.49
Freeze-Dried,51,B00B4ATBOQ,"Stella & Chewy's Freeze-Dried Raw Absolutely Rabbit Dinner Patties Dog Food, 5.5 oz. Bag",4.3,351,90.09
Freeze-Dried,52,B08HDGLWC9,PureBites Mini Freeze Dried Beef Dog Treats | Only 1 Ingredient | 85g,4.5,"1,564",60.01
Freeze-Dried,53,B0BY3BD83B,"Vital Essentials Freeze Dried Raw Protein Mix-in Dog Food Topper, Chicken Ground Topper for Dogs, 6 oz",4.6,314,102.08
Freeze-Dried,54,B073JF188D,Nulo Freeze Dried Raw Dog Food For All Ages & Breeds: Natural Grain Free Formula With Ganedenbc30 Probiotics For Digestive & Immune Health - Turkey Recipe With Cranberries - 5 Oz Bag,4.3,71,348.49
Freeze-Dried,55,B07WNYHX9W,Stella & Chewy's Simply Venison - 25 oz,4.1,51,219.16
Freeze-Dried,56,B087D6Y7PC,Stella & Chewy's Chewy's Chicken Dinner Patties Freeze-Dried Raw Dog Food 5.5OZ,5.0,1,695.00
Freeze-Dried,57,B0CWNH4DM3,"Brit Raw Treat Urinary. Freeze-dried treat and topper. Turkey, 40 g",4.6,722,259.25
Freeze-Dried,58,B0BMVFZNJZ,Instinct Freeze Dried Raw Meals Grain Free Recipe Dog Food 9 Ounce (Pack of 1),4.2,176,110.00
Freeze-Dried,59,B095FYSTQN,"Stella & Chewy's Wild Red Raw Blend Kibble Dry Dog Food – Grain Free, Protein Rich – Red Meat Recipe, 21 lb Bag",4.7,431,94.04
Freeze-Dried,60,B07895R839,"Stella & Chewy's Freeze-Dried Raw Dandy Lamb Dinner Patties Dog Food, 25 oz. Bag",4.5,170,170.00
Freeze-Dried,61,B00BP2VDVM,"Primal Pet Foods Freeze Dried Dog Nuggets, Duck; Complete & Balanced Meal; Also Use as Topper or Treat; Premium, Healthy, Grain Free, High Protein Raw Dog , 5.5 oz",4.6,139,167.66
Freeze-Dried,62,B00FJFLTGK,Northwest Naturals Raw Rewards Freeze Dried Bison Liver Treats 3 Ounces,4.7,101,157.58
Diet,1,B0050JL9AQ,Purina Pro Plan Veterinary Diets HA Hydrolyzed Protein Dog Food Dry Vegetarian Formula - 16.5 lb. Bag,4.6,30,286.36
Diet,2,B071ZWH1DF,Purina Pro Plan Veterinary Diets UR Urinary Ox/St Canine Formula Dog Food Dry Kibble - 6 lb. Bag,4.7,419,"1,064.79"
Diet,3,B003V5CAOU,HILL'S PRESCRIPTION DIET Hill's Science Diet - Prescription Diet l/d Liver Health - 8 kg,4.6,167,461.29
Diet,4,B071FXDX2D,Purina Pro Plan Veterinary Diets HA Hydrolyzed Chicken Flavor Canine Formula Dry Dog Food - 6 lb. Bag,4.6,23,506.00
Canned,1,B07JD6VHXG,LILY'S KITCHEN Dog Classic Dinners Multipack Wet Food (6x150g),4.5,"3,203",52.40
Canned,2,B07MVLDG7N,"Cesar Dog Food, Beef Dog Wet Food, Tray of 6x100g, Formulated Without Grains, Complete and Balanced Dog Nutrition",4.3,41,37.30
Canned,3,B07JNF6DDS,"Pedigree Dog Food, Beef in Gravy Flavour Dog Food Wet, Pack of 24x400g, Complete & Balanced Dog Wet Food For Adult Dogs",4.4,29,182.50
Canned,4,B078H4DMHX,"Taste of the Wild Wetlands Canine Dog Food, 390 G",4.5,77,13.98
Canned,5,B07TGKS6CW,Taste of the Wild Pacific Stream Canine Dog Food Can 390Grm Ir,4.4,55,10.71
Canned,6,B07MVLDVBC,"Cesar Dog Food, Chicken Dog Wet Food, Tray of 6x100g, Formulated Without Grains, Complete and Balanced Dog Nutrition",4.1,31,52.18
Canned,7,B06XHTT512,Harringtons Chicken Wet Dog Food 400g,4.4,75,9.31
Canned,8,B0CQK9J6VH,Plaisir Dog Paté – Rich in Turkey – 22x150g Alu Trays – Energy Boost for Adult Dogs,4.3,8,115.93
Canned,9,B00XQBNWQO,Miglior Chunks Beef Dog Wet Food 405g,4.0,22,5.43
Canned,10,B00EKQ2QOI,Harringtons Salmon Adult Wet Dog Food 400G,4.0,56,9.41
Canned,11,B0CQK4GV5J,Plaisir Dog Paté – Rich in Beef & Veggies – 22x150g Alu Trays – Wholesome Adult Wet Food,4.7,8,115.93
Canned,12,B08X5SBQ2N,"Harringtons Complete Wet Tray Grain Free Hypoallergenic Adult Dog Food Meaty Pack 6x400g - Chicken, Beef & Lamb - Made with All Natural Ingredients",4.4,"2,015",59.90
Canned,13,B07JCVD7D9,Lily's Kitchen Dog Classic Multipack Wet Dog Food - 6X400G,4.6,"1,340",87.20
Canned,14,B082X3Q98Z,Carnilove lamb & wild boar for adult dogs (wet food cans) 400g,5.0,10,11.96
Canned,15,B08X5Q9B8J,"Harringtons Grain Free Hypoallergenic Wet Dog Food Meaty Pack 16x400g - Chicken, Lamb, Beef & Turkey - All Natural Ingredients (Packing may vary)",4.5,"8,979",159.90
Canned,16,B07NY2SHRG,"Pedigree Dog Food, Original Loaf Dog Food Wet, 400g, Complete & Balanced Dog Wet Food For Adult Dogs",4.4,78,9.70
Canned,17,B078H6L36K,Taste of the Wild Southwest Dog Food Can 390Grm Ir,4.4,123,14.00
Canned,18,B082X2KYQ4,Carnilove Venison & Reindeer for Adult Dogs (Wet Food Cans) 400g,5.0,12,11.96
Canned,19,B01CMJD8UU,"Cesar Dog Food, Chicken and Vegetables Dog Wet Food 100g, Formulated Without Grains, Complete and Balanced Dog Nutrition",3.9,19,10.79
Canned,20,B07T3WRCF2,"Pedigree Dog Food, Original Loaf Dog Food Wet, Pack of 24x 400g, Complete & Balanced Dog Wet Food For Adult Dogs",4.2,28,182.50
Canned,21,B074MC9WHX,Harringtons Turkey Wet Dog Food 400g,4.4,68,10.12
Canned,22,B01CMIEXKA,"Pedigree Wet Food, Puppy Dog Food Wet, Chicken & Vegetables 400g, Complete & Balanced Dog Wet Food For Puppy Dogs",4.1,18,9.99
Canned,23,B082X3VMVH,Carnilove Salmon & Turkey for Puppies (Wet Food Cans) 400g,4.9,14,11.96
Canned,24,B07MJ7G8MX,"Royal Canin Starter Mousse Dog Wet Food Cans,12 x 195gm",4.6,26,155.24
Canned,25,B07LFKBMTQ,Royal Canin Mini Puppy Wet Food - 85G,4.6,86,6.90
Canned,26,B00XQBNXV8,Miglior Chunks Chicken /Turkey Dog Wet Food 405g,4.0,20,5.37
Canned,27,B07JMRSZ2N,"Pedigree Dog Food, Loaf with Lamb Flavour Dog Food Wet, Pack of 24x 400g, Complete & Balanced Dog Wet Food For Adult Dogs",4.3,27,151.60
Canned,28,B07NYZLDL8,"Pedigree Dog Food, Beef in Gravy Flavour Dog Food Wet, 400g, Complete & Balanced Dog Wet Food For Adult Dogs",4.2,86,9.70
Canned,29,B00EKQ6UF4,Harringtons Duck Wet Dog Food 400g,4.2,96,10.12
Canned,30,B0F7XZF8TH,Hill's Science Plan Adult Dog Food with Chicken Wet Food(370gx12),4.5,"2,650",110.00
Canned,31,B004IN8YYO,"Purina ONE High Protein Natural Beef & Brown Rice Ground Wet Dog Food (368grams Can, 12 Pcs)",4.2,5,10.79
Canned,32,B0716PGBZJ,"Cesar Dog Food, Lamb Dog Wet Food 100g, Formulated Without Grains, Complete and Balanced Dog Nutrition",4.4,70,20.52
Canned,33,B004TM9RSQ,LILY'S KITCHEN Dog Cottage Pie Wet Food (400g),4.0,7,12.99
Canned,34,B00XQBNJEO,Miglior Cane Chunks Beef Wet Food for Dog - 1250 g,4.5,2,13.42
Canned,35,B0CB1HPCDR,Applaws Taste Topper in Broth Chicken Ham Wet Dog Food 156G,4.6,13,7.40
Canned,36,B08PC9JCC2,Special Dog Excellence by Monge | Senior Light Wet Dog Food | with Tasty Chicken & Turkey Pâté | for Sensitive & Weight‑Controlled Dogs | 150g Alu‑Tray | Made in Italy,4.2,53,9.45
Canned,37,B07P12VYKP,"Pedigree Dog Food, Loaf with Lamb Flavour Dog Food Wet, 400g, Complete & Balanced Dog Wet Food For Adult Dogs",4.7,5,12.15
Canned,38,B002QT50XA,Purina ONE SmartBlend Classic Ground Wet Dog Food Chicken & Brown Rice Entrée (368grams Can),5.0,5,159.18
Canned,39,B0CQK7GC6C,Plaisir Paté – Rich in Chicken – 18x300g Alu Trays – Protein-Focused Adult Wet Dog Food,4.2,68,9.70
Canned,40,B07NYZXTRM,"Pedigree Dog Food, Chicken in Loaf Flavour Dog Food Wet, 400g, Complete & Balanced Dog Wet Food For Adult Dogs",4.5,"1,993",106.59
Canned,41,B0B4FBDP5P,royalcanin ROYAL CANIN BREED HEALTH NUTRITION YORKSHIRE ADULT DOG WET FOOD - 12 POUCHES,4.1,17,10.79
Canned,42,B005VBOFJA,Lily's Kitchen Chicken & Turkey Casserole Wet Dog Food Box 6x400G,3.3,7,115.93
Canned,43,B00HVEW83K,"Cesar Dog Food, Beef and Vegetables Dog Wet Food 100g, Formulated Without Grains, Complete and Balanced Dog Nutrition",4.3,19,12.00
Canned,44,B0CQK71TZ2,Plaisir Dog Paté – Chicken – 22x150g Alu Trays – Nutritional Wet Food for Adult Dogs,4.1,9,13.77
Canned,45,B006J18DPI,Purina ONE High Protein Natural Beef & Brown Rice Ground Wet Dog Food (368grams Can),4.7,17,12.30
Canned,46,B084ZLSW8W,"Taste of the Wild Wet Food Duck Fruit & Veg Tray, 390 gm Dog Wet Food",5.0,3,24.90
Canned,47,B082X2NXT4,Carnilove Duck & Pheasant For Adult Dogs (Wet Food Cans) 400g,5.0,2,8.99
Canned,48,B0BM4QBVDL,LILY'S KITCHEN Dog Carnival Chicken Wet Food - 400G,4.2,5,12.66
Canned,51,B0DNB4YB59,"SKY-TOUCH Wet Dog Food : Soft Wet Dog Food Can High-Protein Dog Food Meat Purée for All Life Stages Perfect for Puppies, Seniors & Recovery (Pack of 2, Beef)",4.2,3,10.86
Canned,52,B082NH143R,Royal Canin CCN Exigent Wet Food Pouches Box of 12x85g Canine Care Nutrition Dog Food,4.4,104,87.00
Canned,53,B09YL3191M,ROYALCANIN ROYAL CANIN SIZE HEALTH NUTRITION MINI ADULT DOG WET FOOD - 12 POUCHES,5.0,5,85.50
Canned,54,B09BK3FM19,Lily's Kitchen Coronation Chicken Wet Dog Food - 150G,3.9,41,12.90
Canned,55,B00M0FHCN6,"CESAR Soft Wet Dog Food Classic Loaf in Sauce Poultry Variety Pack, (24) 3.5 oz. Easy Peel Trays with Real Chicken, Turkey or Duck",4.7,"43,648",155.95
Canned,56,B0DNKKVJH6,Special Dog Excellence by Monge | Adult Medium Dog Wet Food | with Tasty Beef Chunkies in Sauce | Supports Hydration & Palatability | Pack of 24x100g Pouch | Made in Italy,4.2,54,20.52
Canned,57,B01B80FC3A,Lily's Kitchen Chicken & Turkey Casserole Wet Dog Food - 400G,3.8,7,159.90
